,Month,DayOfWeek,Time,LateAircraftDelay
6675486,12,7,13,27.0
6898486,12,2,15,7.0
1185002,3,4,17,71.0
832255,2,5,19,20.0
1296158,3,1,21,27.0
250307,1,6,17,102.0
654722,2,7,18,22.0
990421,2,3,7,346.0
6236171,11,1,13,22.0
4392770,8,1,19,191.0
5980102,11,5,14,28.0
789298,2,6,15,21.0
5929095,10,7,21,14.0
6768257,12,3,15,15.0
2323757,4,6,19,48.0
560166,1,6,18,120.0
6709859,12,7,11,9.0
2620050,5,5,8,67.0
1395304,3,7,8,20.0
6527246,12,1,20,54.0
282539,1,1,17,72.0
175543,1,5,16,31.0
4921419,9,5,17,20.0
6014189,11,2,19,21.0
6788167,12,6,19,32.0
4125121,7,4,18,91.0
6960107,12,5,17,2.0
78527,1,7,12,30.0
1758173,3,6,17,177.0
6963426,12,4,15,40.0
3031333,6,5,15,19.0
3620580,7,2,16,35.0
6916328,12,4,20,3.0
2995558,6,1,14,12.0
1709826,3,5,11,47.0
639494,2,3,20,21.0
396585,1,2,15,78.0
5440654,10,1,15,17.0
3052870,6,4,19,49.0
1092260,2,1,19,35.0
2930483,5,2,12,17.0
3656133,7,5,20,16.0
706307,2,1,18,33.0
3360077,6,2,17,19.0
4101850,7,1,18,45.0
6223680,11,7,12,117.0
658043,2,1,18,22.0
2621088,5,7,20,20.0
5373010,9,6,12,19.0
45075,1,3,19,30.0
4260644,8,1,21,36.0
3960342,7,2,13,5.0
6640538,12,7,13,7.0
6654727,12,7,14,37.0
1710398,3,2,10,107.0
2775008,5,3,10,9.0
6730369,12,1,18,47.0
425810,1,6,15,58.0
6993500,12,1,13,30.0
256128,1,5,10,19.0
6806611,12,6,12,49.0
6968105,12,5,23,45.0
993836,2,1,10,45.0
22637,1,4,17,33.0
6552885,12,2,8,10.0
901630,2,6,20,6.0
4608300,8,7,17,3.0
3000636,6,3,16,37.0
6588989,12,7,16,79.0
850782,2,7,14,77.0
4591443,8,6,20,99.0
1119845,2,1,19,60.0
3051222,6,4,19,138.0
1442980,3,3,7,28.0
3491304,6,5,21,5.0
1005554,2,7,19,39.0
3430983,6,7,15,34.0
5081003,9,1,20,31.0
6919826,12,1,18,17.0
2346131,4,5,19,12.0
232981,1,1,18,48.0
4594365,8,3,14,29.0
199203,1,6,7,23.0
3176611,6,7,16,11.0
2410425,5,5,17,191.0
193045,1,2,15,21.0
3404314,6,5,12,6.0
3078318,6,5,14,28.0
2876898,5,2,10,35.0
6910808,12,6,16,4.0
6468845,12,4,11,28.0
3726084,7,1,21,68.0
1540618,3,1,12,22.0
6439057,11,4,18,152.0
4861254,9,1,16,23.0
3480909,6,5,14,53.0
2009444,4,3,18,13.0
6592607,12,5,15,183.0
6742414,12,4,12,15.0
677279,2,7,10,237.0
258449,1,3,21,101.0
3504827,6,6,20,99.0
947015,2,3,17,284.0
1203428,3,2,21,5.0
4246828,8,4,19,44.0
4128967,7,3,14,91.0
1529113,3,7,10,11.0
3980061,7,1,13,17.0
380315,1,7,18,35.0
5674399,10,5,12,32.0
2220918,4,4,17,7.0
2037260,4,7,17,50.0
1910424,4,5,9,17.0
1130895,2,7,19,103.0
3029530,6,4,16,22.0
2969432,5,3,16,110.0
3799119,7,7,11,83.0
5884512,10,7,18,122.0
2188646,4,4,16,33.0
2964585,5,4,22,29.0
6853026,12,6,19,37.0
1189638,3,5,22,11.0
6949803,12,4,22,26.0
5856446,10,7,19,1.0
6278429,11,6,20,21.0
3351762,6,5,18,33.0
3719443,7,5,14,16.0
103146,1,5,15,194.0
362601,1,7,14,11.0
2800187,5,3,12,15.0
4752113,8,4,18,49.0
2879264,5,4,9,7.0
3488223,6,3,17,106.0
4449965,8,4,19,2.0
6612476,12,1,8,58.0
309937,1,1,19,17.0
3666364,7,1,18,16.0
3853556,7,3,14,59.0
1075262,2,3,20,34.0
1186971,3,4,19,28.0
6019112,11,3,18,98.0
2157961,4,1,9,15.0
61614,1,2,21,19.0
4037863,7,4,10,20.0
1256216,3,4,7,13.0
1413730,3,7,15,4.0
5576927,10,1,9,150.0
2411407,5,5,20,191.0
680509,2,1,14,6.0
2883071,5,1,16,23.0
2633063,5,5,16,109.0
195910,1,4,12,59.0
714239,2,7,20,86.0
2420898,5,1,9,19.0
1216060,3,6,14,1.0
6847032,12,1,8,60.0
6816875,12,3,13,72.0
3980006,7,1,16,22.0
946766,2,3,9,27.0
6540825,12,6,15,44.0
1756083,3,3,18,42.0
1217620,3,6,12,16.0
2189344,4,5,17,63.0
1668288,3,6,11,2.0
6481143,12,1,15,37.0
6960043,12,4,12,11.0
1254050,3,3,14,10.0
4307893,8,1,21,47.0
1402342,3,3,17,93.0
610067,2,1,19,57.0
1079048,2,2,18,15.0
2104051,4,2,21,10.0
8386,1,6,17,23.0
6545476,12,7,18,16.0
947649,2,4,18,47.0
902855,2,7,20,10.0
5960207,11,7,18,19.0
2077930,4,1,12,133.0
6638632,12,7,20,38.0
1529801,3,2,21,14.0
6518488,12,5,12,24.0
6657194,12,7,18,3.0
1538554,3,6,22,109.0
628448,2,6,15,7.0
2736410,5,2,14,26.0
6501676,12,7,17,47.0
4719497,8,4,20,2.0
1434452,3,3,10,32.0
5801429,10,4,13,58.0
610918,2,1,16,37.0
4474836,8,1,8,36.0
943763,2,5,10,27.0
780220,2,7,14,33.0
1807439,4,2,21,30.0
735348,2,2,16,275.0
1297366,3,1,7,65.0
2791284,5,5,12,66.0
464385,1,3,15,52.0
1238175,3,5,14,13.0
4480240,8,4,22,139.0
1642761,3,7,16,19.0
5580360,10,7,21,18.0
2019098,4,2,17,3.0
2886526,5,6,19,54.0
6152349,11,7,20,80.0
4288217,8,2,11,24.0
4252562,8,5,18,32.0
3811667,7,7,9,5.0
4924940,9,6,15,44.0
75698,1,6,11,19.0
1406653,3,7,21,85.0
5375190,9,1,17,2.0
5891465,10,6,13,15.0
6618071,12,2,19,109.0
4711439,8,5,8,26.0
1546335,3,2,18,20.0
2067136,4,6,15,39.0
1599761,3,4,14,28.0
1413070,3,7,14,12.0
347418,1,6,18,16.0
3003184,6,4,19,42.0
1985642,4,2,8,5.0
176070,1,6,13,77.0
6517588,12,5,21,238.0
1292931,3,7,13,11.0
715002,2,5,14,34.0
3141844,6,1,18,107.0
2747142,5,6,21,61.0
6915495,12,2,15,50.0
4816474,8,2,18,33.0
4941243,9,4,14,17.0
3512897,6,4,16,64.0
4727260,8,7,18,48.0
340747,1,3,12,30.0
5447847,10,3,19,9.0
3923408,7,3,17,12.0
6682941,12,1,19,136.0
1727374,3,4,18,15.0
6720866,12,2,21,19.0
1892365,4,2,13,109.0
5542123,10,5,17,15.0
3233660,6,5,10,10.0
491030,1,4,18,19.0
1432168,3,3,13,69.0
6670329,12,2,17,56.0
1438776,3,7,16,7.0
5686308,10,3,9,14.0
3980401,7,2,19,65.0
801511,2,7,18,19.0
2302212,4,6,17,31.0
439179,1,2,19,42.0
2654490,5,4,23,8.0
69466,1,4,14,35.0
4750078,8,2,11,19.0
4738767,8,5,11,9.0
2089900,4,4,21,19.0
6090796,11,2,19,17.0
1693718,3,7,18,3.0
5957119,11,5,18,83.0
6211569,11,4,18,8.0
1262018,3,6,17,139.0
2662814,5,4,11,13.0
2288085,4,2,18,22.0
3084195,6,7,13,51.0
3229625,6,5,18,67.0
3070733,6,3,18,35.0
5701528,10,5,10,38.0
4676368,8,7,18,2.0
2731119,5,4,19,103.0
4191714,7,7,16,25.0
4791486,8,4,13,15.0
851156,2,7,16,30.0
823310,2,1,17,80.0
897452,2,3,16,23.0
3799120,7,7,10,106.0
3051318,6,4,19,32.0
6623410,12,2,9,3.0
6029474,11,7,15,23.0
880995,2,3,20,4.0
1895540,4,6,12,39.0
296060,1,2,17,7.0
4630184,8,6,10,86.0
410035,1,5,19,47.0
141113,1,4,9,112.0
1619025,3,1,17,18.0
6865411,12,3,11,17.0
3228789,6,2,14,83.0
4062087,7,4,21,15.0
48269,1,4,17,14.0
2341522,4,2,20,88.0
6932289,12,5,19,131.0
6952078,12,3,14,193.0
3667522,7,1,19,13.0
1894007,4,7,15,18.0
3403209,6,2,18,15.0
290771,1,1,9,30.0
254739,1,1,12,33.0
3208945,6,5,15,21.0
4745337,8,4,17,22.0
2895118,5,6,16,36.0
2006964,4,6,9,114.0
2740637,5,5,18,15.0
3982991,7,5,10,37.0
1068616,2,3,15,94.0
3097431,6,1,13,20.0
363217,1,1,14,19.0
4333760,8,5,18,14.0
3279603,6,5,18,243.0
5057500,9,3,18,4.0
2077393,4,7,14,13.0
3816986,7,3,18,76.0
3203800,6,2,12,14.0
1100118,2,1,16,17.0
410685,1,2,17,54.0
3128782,6,5,17,42.0
4787762,8,5,7,138.0
1402093,3,1,19,18.0
5840304,10,4,17,45.0
58335,1,1,21,33.0
608178,2,7,11,10.0
284779,1,3,18,114.0
2432392,5,5,11,31.0
3573072,6,5,17,88.0
2009280,4,3,13,15.0
4484905,8,7,17,111.0
4757564,8,5,20,133.0
6858486,12,2,17,97.0
6976514,12,3,13,9.0
3272826,6,7,16,61.0
1360183,3,7,16,111.0
338081,1,3,17,43.0
1780171,3,7,17,17.0
2023875,4,2,13,25.0
6563859,12,7,20,30.0
1123502,2,1,18,6.0
2580314,5,4,13,32.0
6654890,12,5,21,69.0
241771,1,6,21,48.0
368368,1,2,15,13.0
735821,2,3,18,89.0
2600912,5,4,9,78.0
1985807,4,2,9,19.0
4132907,7,3,16,56.0
1000281,2,5,9,137.0
77753,1,7,11,2.0
5173949,9,7,18,29.0
3494648,6,2,19,46.0
617806,2,3,18,12.0
5292617,9,1,11,34.0
2076756,4,7,18,33.0
4206877,7,3,18,217.0
5993082,11,3,17,9.0
1699848,3,7,15,7.0
293655,1,3,12,44.0
6958035,12,7,17,22.0
5614946,10,2,10,59.0
2944180,5,5,12,11.0
2786370,5,5,13,37.0
6851168,12,7,12,61.0
6552645,12,2,12,52.0
3051239,6,4,17,46.0
2808159,5,4,18,7.0
2943359,5,4,10,8.0
3597073,6,6,20,17.0
3234758,6,7,17,29.0
7005152,12,3,13,79.0
4837038,8,1,13,16.0
5314254,9,2,12,9.0
2437803,5,6,19,57.0
2992652,5,5,18,5.0
1215610,3,6,9,5.0
4156812,7,3,21,37.0
643792,2,4,18,37.0
459600,1,2,15,43.0
4787755,8,5,17,133.0
577279,1,2,16,24.0
4184227,7,4,20,56.0
1234863,3,4,17,11.0
995866,2,5,16,11.0
851181,2,7,20,62.0
6449457,11,7,16,112.0
6632036,12,1,16,65.0
527304,1,5,20,58.0
5461092,10,7,10,15.0
1319331,3,1,18,37.0
3761623,7,4,21,27.0
1709829,3,1,11,20.0
101431,1,7,16,51.0
3059413,6,6,11,217.0
3648749,7,3,13,6.0
1791875,4,4,20,58.0
950511,2,1,17,12.0
2270439,4,5,19,145.0
2717305,5,5,17,34.0
2306908,4,4,21,65.0
3574204,6,3,19,24.0
3427809,6,7,18,44.0
2658665,5,7,7,58.0
6232500,11,6,20,61.0
3000484,6,3,19,109.0
3736527,7,1,8,17.0
850840,2,7,20,33.0
77800,1,7,18,181.0
5058392,9,1,18,32.0
2775785,5,4,13,19.0
66082,1,3,14,61.0
3260178,6,4,21,42.0
4763991,8,6,20,72.0
248994,1,6,11,1.0
5277026,9,5,16,30.0
4074493,7,2,17,170.0
670364,2,5,20,20.0
3537186,6,7,14,6.0
3227367,6,5,10,7.0
5045962,9,4,17,14.0
3542057,6,1,13,27.0
6030488,11,7,13,59.0
1126164,2,6,16,43.0
574069,1,4,17,11.0
3230485,6,4,6,194.0
3929291,7,1,20,4.0
6160630,11,3,17,143.0
3549921,6,1,13,52.0
3560930,6,1,19,22.0
3020893,6,2,21,30.0
409442,1,2,9,79.0
6616815,12,6,7,191.0
4258180,8,7,21,15.0
5731388,10,2,18,18.0
5070094,9,3,18,72.0
4022484,7,5,20,65.0
7006212,12,3,17,18.0
5633451,10,1,10,22.0
3110999,6,5,19,48.0
3028692,6,4,18,16.0
2375265,4,7,16,4.0
1057531,2,5,17,44.0
5766024,10,4,15,16.0
4037468,7,5,18,30.0
5311829,9,7,19,103.0
6262727,11,5,8,15.0
6649900,12,5,10,21.0
6830741,12,2,17,3.0
3127054,6,2,16,107.0
2099888,4,5,16,25.0
6398595,11,1,17,109.0
6037056,11,5,21,12.0
5611226,10,5,18,18.0
3685224,7,7,20,2.0
5167836,9,5,11,14.0
4609074,8,1,19,168.0
6190511,11,2,16,31.0
675640,2,7,20,18.0
2736359,5,2,17,17.0
4550462,8,2,17,30.0
657892,2,1,14,61.0
2040091,4,5,9,101.0
5591267,10,1,16,20.0
869894,2,1,15,44.0
1884026,4,5,11,35.0
3410959,6,5,19,23.0
659649,2,2,17,15.0
3519680,6,1,14,26.0
1863839,4,5,19,11.0
2328800,4,7,19,30.0
3441880,6,2,9,43.0
1818537,4,5,16,11.0
224686,1,3,19,28.0
4636825,8,1,17,2.0
6640103,12,2,13,21.0
2474792,5,4,20,6.0
2175926,4,5,19,120.0
3417746,6,1,10,12.0
1560315,3,1,19,2.0
524708,1,2,10,7.0
6669004,12,7,12,37.0
837,1,4,17,21.0
4626686,8,1,13,29.0
236927,1,1,13,78.0
3551526,6,4,12,26.0
2382218,4,5,16,27.0
3050318,6,4,14,14.0
1125645,2,5,17,4.0
1519035,3,3,17,96.0
3974794,7,1,19,23.0
1751008,3,3,17,90.0
1662139,3,5,16,26.0
980374,2,5,15,2.0
607214,2,7,15,8.0
265407,1,2,14,3.0
629329,2,7,13,12.0
1056304,2,6,17,31.0
4929949,9,1,14,14.0
1411931,3,1,19,182.0
1640234,3,4,16,13.0
6593120,12,6,11,34.0
1276829,3,7,13,9.0
832667,2,6,17,92.0
5961135,11,7,20,19.0
1540637,3,1,18,12.0
944345,2,6,11,21.0
2860049,5,2,12,14.0
4898001,9,5,15,18.0
6185799,11,5,9,2.0
2635490,5,2,10,62.0
6225491,11,1,10,55.0
2960747,5,3,15,8.0
5977626,11,5,16,61.0
1159084,2,5,10,111.0
6809898,12,2,16,9.0
58444,1,1,17,43.0
5700906,10,2,21,4.0
431869,1,2,21,47.0
2877784,5,4,11,25.0
3672982,7,3,13,7.0
6502437,12,7,18,13.0
775506,2,4,17,93.0
5600586,10,2,18,7.0
2043535,4,2,22,17.0
49789,1,5,19,30.0
5314090,9,5,19,10.0
1129502,2,5,6,17.0
2137219,4,3,16,10.0
6426787,11,7,17,17.0
403610,1,4,21,24.0
669431,2,5,18,93.0
3283262,6,1,15,11.0
3093325,6,3,17,60.0
4825960,8,6,17,66.0
433762,1,5,15,9.0
543811,1,5,16,55.0
2989968,5,2,18,180.0
479614,1,5,16,9.0
4789536,8,1,17,5.0
2377255,4,1,13,5.0
830870,2,3,15,64.0
3689585,7,1,19,12.0
833264,2,5,21,103.0
6440260,11,3,19,34.0
2147000,4,7,14,17.0
5743208,10,4,14,15.0
993751,2,1,11,104.0
3478152,6,6,18,1.0
6953332,12,7,12,18.0
5763907,10,7,20,62.0
5941985,11,1,20,67.0
6515014,12,4,17,18.0
1573156,3,7,21,17.0
1480293,3,7,13,52.0
6296607,11,1,12,37.0
262366,1,6,21,2.0
45947,1,4,17,106.0
4803942,8,5,13,19.0
6518223,12,5,16,58.0
1269871,3,1,15,141.0
4947201,9,6,11,56.0
295971,1,2,14,12.0
6744929,12,6,12,37.0
5475645,10,4,14,14.0
2581491,5,5,16,67.0
1227934,3,2,11,22.0
2906311,5,1,19,70.0
3921572,7,2,19,149.0
6931473,12,2,20,41.0
781258,2,1,15,42.0
1350356,3,1,19,46.0
4049633,7,2,17,45.0
2370845,4,3,17,38.0
5584749,10,6,21,140.0
793778,2,2,12,122.0
5908734,10,2,17,20.0
199788,1,7,7,27.0
3605601,7,4,15,33.0
141859,1,5,18,84.0
527418,1,6,12,13.0
1046282,2,5,16,72.0
2478197,5,5,20,45.0
664390,2,3,9,21.0
1446603,3,5,15,1.0
5992517,11,2,19,8.0
1336743,3,1,16,25.0
4666024,8,6,18,5.0
3456695,6,7,19,69.0
415452,1,3,13,9.0
3791079,7,1,15,73.0
470888,1,2,14,87.0
2786584,5,5,13,45.0
695609,2,7,12,84.0
5487735,10,2,15,70.0
4462824,8,1,18,4.0
6640519,12,3,11,32.0
6734951,12,2,11,11.0
2497957,5,4,8,9.0
675637,2,7,17,25.0
620504,2,4,14,35.0
419967,1,5,15,14.0
3390331,6,1,12,19.0
5642924,10,2,13,8.0
6935293,12,5,11,17.0
3603065,6,3,21,24.0
6262251,11,5,13,88.0
1008000,2,3,17,4.0
247968,1,4,19,49.0
810683,2,5,12,98.0
6185955,11,5,19,21.0
4733525,8,3,9,26.0
3712561,7,4,16,15.0
2896326,5,6,9,54.0
2689265,5,5,21,40.0
5598011,10,5,19,54.0
4739389,8,6,11,43.0
5224634,9,1,14,21.0
4490419,8,2,11,43.0
3501038,6,4,18,8.0
2619709,5,2,19,61.0
306385,1,5,1,12.0
5064698,9,3,18,23.0
6745526,12,6,11,50.0
5955877,11,5,17,52.0
2220386,4,5,17,26.0
3228428,6,3,14,24.0
5201123,9,3,13,17.0
1722729,3,4,16,22.0
6951646,12,2,1,45.0
2273377,4,6,20,34.0
2316441,4,3,16,8.0
1225549,3,2,19,77.0
400043,1,4,19,84.0
354727,1,3,18,24.0
1665842,3,5,15,41.0
3118547,6,7,20,35.0
2468232,5,2,21,34.0
1189783,3,5,15,1.0
5849101,10,3,13,47.0
502188,1,2,17,82.0
138703,1,1,15,45.0
2755677,5,4,20,44.0
4165284,7,4,19,47.0
2411220,5,5,15,21.0
3043444,6,2,17,21.0
1316690,3,4,19,17.0
458354,1,4,16,70.0
4804736,8,6,10,147.0
411736,1,1,18,185.0
4817327,8,1,14,44.0
6517331,12,5,10,10.0
5075720,9,3,20,57.0
6914532,12,4,10,68.0
2281474,4,5,17,24.0
805669,2,2,10,240.0
6677988,12,6,18,84.0
3359308,6,1,21,40.0
996330,2,5,12,11.0
4023186,7,7,17,108.0
2635794,5,5,16,85.0
6836259,12,5,18,19.0
255251,1,1,16,40.0
2962487,5,3,18,10.0
243442,1,5,10,34.0
6629741,12,6,10,27.0
5830475,10,7,13,36.0
4794749,8,3,14,66.0
1178472,3,2,12,19.0
2360706,4,7,14,80.0
983595,2,1,21,95.0
5868716,10,7,20,2.0
2365953,4,4,11,17.0
1699644,3,5,21,1.0
6887287,12,3,16,8.0
1079385,2,6,16,15.0
1194050,3,6,15,22.0
4809778,8,7,21,112.0
6542284,12,6,11,28.0
202342,1,1,10,37.0
951929,2,3,18,15.0
4109717,7,2,18,1.0
4958559,9,7,20,88.0
3446077,6,5,18,145.0
1675987,3,3,10,9.0
2077821,4,1,10,69.0
2996050,6,2,16,24.0
2169846,4,4,14,11.0
4178300,7,6,15,47.0
6960974,12,6,15,54.0
2364137,4,4,10,25.0
1122671,2,7,21,39.0
361627,1,5,17,207.0
4043064,7,2,18,10.0
6688843,12,2,13,22.0
1546861,3,3,14,35.0
4758945,8,6,19,10.0
6137691,11,2,20,42.0
3205789,6,3,21,213.0
679555,2,1,20,12.0
863037,2,3,19,62.0
5771774,10,7,19,55.0
3494072,6,2,17,59.0
6822295,12,1,11,15.0
618218,2,3,8,12.0
4785668,8,1,21,123.0
6899924,12,2,16,1.0
6950483,12,6,10,11.0
416777,1,4,8,20.0
3284681,6,2,17,92.0
1293704,3,1,14,141.0
3752936,7,1,15,19.0
6656808,12,1,21,19.0
2884532,5,2,13,52.0
772513,2,2,12,23.0
4277885,8,6,13,19.0
3131510,6,1,16,144.0
2310598,4,1,20,47.0
5966946,11,2,12,54.0
250497,1,5,23,205.0
5641909,10,1,12,23.0
464128,1,2,19,44.0
3419622,6,4,13,39.0
3446536,6,5,12,120.0
3515123,6,3,18,75.0
679272,2,1,17,46.0
3403103,6,3,18,33.0
1402289,3,5,11,44.0
506932,1,2,16,41.0
3452457,6,1,9,11.0
3274704,6,1,18,53.0
802436,2,7,22,28.0
3287276,6,4,18,33.0
6883679,12,5,19,26.0
6531952,12,3,20,51.0
5556130,10,1,11,21.0
3278805,6,4,20,19.0
2299952,4,5,21,72.0
6542510,12,6,17,13.0
605963,2,6,20,16.0
3232184,6,7,17,47.0
2466327,5,1,20,17.0
3014476,6,7,21,79.0
2011475,4,4,13,32.0
3094390,6,7,18,129.0
6106572,11,4,18,15.0
5728582,10,5,17,140.0
715173,2,1,10,70.0
411077,1,2,19,181.0
98138,1,4,12,53.0
5412462,10,6,17,9.0
6634602,12,1,17,29.0
673040,2,6,12,6.0
6268759,11,7,14,44.0
5862667,10,6,17,6.0
3941830,7,3,17,20.0
247270,1,6,19,33.0
3881281,7,2,19,177.0
1218187,3,7,18,37.0
6547976,12,1,18,10.0
3550452,6,2,16,40.0
1049216,2,5,15,66.0
2689463,5,5,18,29.0
234568,1,6,16,15.0
4245829,8,3,13,5.0
590115,1,3,23,36.0
4689586,8,4,12,7.0
1591878,3,5,19,46.0
1663425,3,1,14,27.0
5600406,10,7,13,183.0
4041018,7,3,18,9.0
3098400,6,2,9,25.0
1609994,3,4,12,1.0
6962748,12,3,15,50.0
3804986,7,3,15,45.0
3263437,6,6,17,86.0
5719078,10,5,15,15.0
50660,1,5,18,12.0
6736527,12,2,18,1.0
4716055,8,3,8,73.0
4666656,8,7,14,15.0
6159361,11,3,17,11.0
216790,1,4,19,28.0
447345,1,3,11,1.0
3415337,6,2,14,35.0
4723298,8,7,21,73.0
3502066,6,2,15,15.0
1546669,3,2,10,15.0
4269244,8,3,10,8.0
4240158,8,2,21,46.0
2459781,5,6,15,11.0
3992076,7,3,16,4.0
6802866,12,7,16,92.0
3009365,6,5,20,24.0
3123472,6,6,11,21.0
2667876,5,1,18,53.0
1918220,4,2,10,18.0
6310531,11,6,17,146.0
4563452,8,2,12,35.0
33321,1,7,18,30.0
5215246,9,1,9,25.0
1188861,3,5,21,102.0
3922239,7,2,16,17.0
1757578,3,4,16,33.0
6749239,12,2,13,25.0
2354442,4,1,14,58.0
1419127,3,3,15,74.0
6951520,12,2,19,34.0
2679223,5,3,18,40.0
1778202,3,5,12,15.0
6029135,11,7,17,9.0
3219153,6,3,16,63.0
1702980,3,5,18,63.0
1397532,3,3,13,1.0
6118903,11,7,12,10.0
3517978,6,4,14,202.0
561045,1,1,16,6.0
309654,1,1,12,32.0
3120849,6,3,16,20.0
3652757,7,4,15,26.0
1802487,4,7,12,7.0
5552730,10,1,13,55.0
3888145,7,7,19,75.0
2842131,5,1,9,19.0
2916912,5,5,16,86.0
1284088,3,7,18,37.0
4737822,8,4,15,62.0
6677480,12,7,18,41.0
407618,1,4,15,75.0
3297753,6,1,11,1.0
1796447,4,5,10,21.0
2295401,4,5,17,89.0
4011573,7,4,21,20.0
279334,1,6,9,22.0
3223430,6,4,15,33.0
213863,1,2,20,33.0
1532131,3,4,15,29.0
6517970,12,5,16,11.0
586596,1,4,21,73.0
613693,2,2,14,78.0
1741943,3,1,22,32.0
3510352,6,5,20,100.0
1224537,3,1,9,41.0
