,Month,DayOfWeek,Time,NASDelay
3720044,7,7,13,26.0
5540441,10,2,17,13.0
6981602,12,4,12,63.0
482156,1,2,17,6.0
606981,2,7,14,229.0
640659,2,3,11,4.0
4456200,8,1,8,13.0
2359043,4,7,21,1.0
3599934,6,1,9,21.0
4595437,8,4,12,60.0
5714631,10,5,9,14.0
621441,2,4,10,9.0
681382,2,2,13,10.0
2203596,4,1,19,40.0
3498296,6,6,13,14.0
577364,1,4,11,39.0
6319371,11,5,21,24.0
982870,2,1,19,8.0
2612032,5,7,7,21.0
3583075,6,1,19,17.0
1009234,2,5,12,56.0
717948,2,3,10,12.0
2364318,4,2,13,39.0
1926157,4,5,11,91.0
6195716,11,7,14,11.0
4137658,7,7,17,14.0
6919742,12,6,6,26.0
1761254,3,6,11,103.0
1592104,3,7,10,10.0
3112068,6,5,16,45.0
2283109,4,1,10,6.0
7004691,12,2,17,27.0
996971,2,2,17,19.0
1258761,3,5,11,2.0
78438,1,7,15,2.0
3993827,7,5,10,12.0
4056700,7,4,19,22.0
6934154,12,1,7,162.0
3944440,7,2,12,4.0
3569646,6,3,21,3.0
3109271,6,3,12,84.0
5726641,10,2,10,13.0
949994,2,7,13,19.0
1582915,3,6,9,48.0
4168181,7,2,14,31.0
5207780,9,7,19,11.0
1023321,2,5,17,25.0
738440,2,7,17,119.0
2328153,4,6,17,63.0
4497190,8,7,8,21.0
405084,1,2,8,22.0
3551231,6,3,14,61.0
3174619,6,6,13,3.0
4210085,7,2,7,18.0
2207690,4,5,22,20.0
1219995,3,7,11,24.0
3112915,6,4,14,107.0
5339475,9,4,19,22.0
1068120,2,7,20,16.0
840245,2,3,11,3.0
3499782,6,1,11,121.0
251192,1,6,11,12.0
2634858,5,4,7,13.0
6203350,11,5,9,15.0
260713,1,5,21,83.0
837228,2,3,7,17.0
314257,1,4,14,28.0
5093288,9,4,17,14.0
1455816,3,6,9,6.0
2731215,5,4,16,8.0
2592219,5,5,11,3.0
3890309,7,2,13,23.0
6523804,12,7,13,11.0
6604951,12,5,20,4.0
3399214,6,5,10,17.0
889437,2,6,12,9.0
3779231,7,4,7,44.0
6418365,11,6,6,15.0
6236761,11,7,17,39.0
6786034,12,4,14,63.0
3576138,6,3,20,22.0
4155263,7,7,12,8.0
4844506,9,2,9,7.0
6721581,12,3,6,34.0
2920970,5,1,11,9.0
1766585,3,7,11,4.0
4198084,7,4,9,28.0
5710587,10,2,10,21.0
5375618,9,1,8,20.0
1171929,2,2,20,15.0
3405684,6,5,13,39.0
3484516,6,3,17,22.0
2010982,4,4,8,17.0
6309583,11,5,12,4.0
4013098,7,5,14,5.0
93844,1,4,16,3.0
2670279,5,2,12,43.0
6666989,12,2,18,6.0
6625013,12,5,13,17.0
1944270,4,5,15,230.0
6834377,12,1,9,1.0
2857967,5,2,17,1.0
760594,2,5,15,35.0
5166412,9,2,8,17.0
1673797,3,6,16,21.0
1003634,2,4,15,17.0
1000529,2,6,18,4.0
4227677,7,3,15,31.0
6149013,11,3,13,2.0
3311330,6,6,16,16.0
4145507,7,6,17,4.0
2509211,5,3,10,4.0
6615344,12,7,8,29.0
6185601,11,5,10,45.0
177901,1,7,19,50.0
4414401,8,4,16,44.0
1337267,3,1,9,4.0
4824558,8,5,15,30.0
1485935,3,4,16,21.0
3160588,6,1,14,120.0
1667192,3,5,7,16.0
3473798,6,1,11,36.0
1840476,4,5,6,17.0
6559220,12,6,10,3.0
6745662,12,6,8,11.0
3954870,7,2,13,20.0
688272,2,4,16,9.0
338896,1,7,11,25.0
4648406,8,2,11,4.0
3003900,6,4,16,75.0
105818,1,5,16,15.0
6440881,11,2,9,10.0
6440981,11,2,14,14.0
1585745,3,7,12,43.0
2275999,4,1,17,163.0
2129692,4,2,21,14.0
6987545,12,2,17,57.0
5546307,10,3,8,17.0
77473,1,7,18,9.0
4047123,7,2,19,23.0
4870818,9,3,12,17.0
4784777,8,7,14,176.0
2991825,5,4,12,18.0
4022199,7,1,9,85.0
1211936,3,5,18,9.0
3311522,6,7,11,64.0
4074708,7,7,17,27.0
4914903,9,3,7,3.0
4586108,8,6,21,75.0
2125181,4,2,18,89.0
1990784,4,4,14,20.0
1039366,2,7,9,20.0
6061767,11,5,19,17.0
3659974,7,6,15,25.0
4049231,7,1,18,12.0
5979377,11,5,7,45.0
6538591,12,5,18,5.0
6927518,12,1,16,10.0
6834186,12,6,8,31.0
1309281,3,7,6,40.0
3328452,6,7,16,14.0
1261699,3,5,12,4.0
4939413,9,5,8,47.0
758123,2,1,13,35.0
5838378,10,3,14,27.0
1611661,3,7,7,20.0
3290863,6,7,18,40.0
482796,1,2,17,8.0
4609756,8,2,18,14.0
324207,1,4,11,6.0
556087,1,6,11,28.0
1099741,2,4,13,29.0
829748,2,3,9,19.0
2226592,4,7,19,24.0
946756,2,3,8,53.0
3513981,6,5,15,20.0
950291,2,1,21,3.0
1155445,2,5,11,3.0
5804149,10,3,21,2.0
4208729,7,1,15,71.0
2284475,4,2,20,28.0
3810247,7,6,13,57.0
5137920,9,2,12,4.0
1673941,3,3,16,12.0
4379046,8,5,18,14.0
4392183,8,7,17,200.0
1198269,3,1,6,17.0
6231390,11,3,9,14.0
5016930,9,2,13,27.0
5222824,9,2,13,32.0
4095329,7,7,14,54.0
5766916,10,3,21,54.0
3870362,7,6,13,6.0
3972613,7,6,15,8.0
6631782,12,7,15,6.0
3363593,6,6,6,25.0
6836445,12,3,15,7.0
4749921,8,6,12,52.0
6566643,12,4,9,10.0
2373629,4,5,7,12.0
3755388,7,4,15,8.0
5831974,10,4,18,11.0
3479730,6,7,8,18.0
3163979,6,7,20,3.0
5129216,9,7,16,20.0
594870,1,7,21,12.0
928819,2,4,6,42.0
3554279,6,2,19,19.0
2223146,4,5,14,9.0
2482946,5,6,12,22.0
5778362,10,4,6,22.0
4149433,7,4,21,1.0
4043255,7,6,13,18.0
2780792,5,1,16,15.0
2037689,4,4,14,8.0
3887631,7,7,20,29.0
2829986,5,6,16,17.0
5853711,10,3,11,18.0
6371220,11,1,17,32.0
2680853,5,4,23,32.0
2141272,4,7,21,15.0
2942446,5,2,15,3.0
3935035,7,2,20,54.0
6962900,12,3,17,2.0
611462,2,1,18,18.0
1986162,4,2,20,4.0
2516432,5,5,13,5.0
562832,1,1,15,72.0
3834849,7,7,20,18.0
398249,1,3,7,16.0
173257,1,4,10,88.0
3579535,6,1,8,54.0
929060,2,3,7,19.0
3214752,6,1,16,22.0
5477292,10,5,9,80.0
5085123,9,4,17,19.0
6782706,12,4,21,19.0
5292755,9,7,7,124.0
1627634,3,3,18,30.0
5908695,10,2,8,18.0
5255820,9,4,13,1.0
1222751,3,1,6,15.0
4805529,8,7,6,25.0
3361988,6,4,18,24.0
6614484,12,6,17,163.0
475794,1,3,8,4.0
89616,1,3,17,8.0
2322633,4,4,17,9.0
3100642,6,7,18,18.0
6527603,12,1,18,2.0
5432472,10,5,8,15.0
2649776,5,7,16,77.0
1155535,2,1,11,19.0
3359287,6,1,10,17.0
5098112,9,1,15,15.0
6109910,11,1,5,6.0
2233286,4,7,13,16.0
3394403,6,2,14,1.0
6391664,11,1,8,18.0
2509927,5,3,21,8.0
957263,2,3,7,2.0
2558987,5,5,7,1.0
4068387,7,4,13,19.0
3162171,6,4,15,1.0
1671124,3,3,6,5.0
1954480,4,1,8,45.0
5475367,10,4,19,13.0
5680731,10,3,7,4.0
662151,2,3,15,6.0
1954887,4,2,15,34.0
4962258,9,5,8,23.0
1748118,3,6,9,24.0
6803901,12,2,15,16.0
2143419,4,3,21,11.0
6988529,12,1,12,1.0
6572494,12,4,7,7.0
2681444,5,4,18,31.0
3061146,6,7,13,7.0
1693751,3,6,21,5.0
1993764,4,5,14,139.0
1228505,3,3,12,4.0
762278,2,1,7,18.0
3061007,6,7,17,2.0
2651794,5,2,17,16.0
2129710,4,2,17,6.0
4062350,7,2,19,12.0
1821988,4,6,12,4.0
4030963,7,4,15,181.0
3951099,7,3,10,2.0
3589805,6,7,11,19.0
283601,1,2,17,138.0
1478856,3,6,14,3.0
6979124,12,7,7,51.0
6840431,12,6,9,19.0
2005847,4,3,12,16.0
5077886,9,5,14,12.0
5293698,9,1,21,2.0
2521938,5,2,6,21.0
3221088,6,4,12,16.0
3162848,6,5,16,233.0
4779928,8,5,20,28.0
403897,1,3,12,23.0
6948189,12,7,18,7.0
3301108,6,5,11,3.0
368266,1,2,16,16.0
762532,2,2,8,19.0
3118631,6,7,17,20.0
3925251,7,5,5,18.0
1497827,3,6,21,13.0
1931084,4,5,8,19.0
3411777,6,4,12,16.0
6876664,12,4,13,2.0
5897909,10,6,17,1.0
5104213,9,6,16,29.0
111533,1,4,13,37.0
6795263,12,3,9,38.0
4871422,9,4,9,18.0
6988277,12,1,7,21.0
2408530,5,5,9,18.0
1711346,3,7,6,33.0
4806686,8,3,11,16.0
6640976,12,7,8,22.0
257297,1,2,10,15.0
313276,1,4,16,40.0
5564811,10,1,16,15.0
6964183,12,5,11,48.0
6175860,11,4,20,35.0
971492,2,4,13,1.0
6037972,11,4,17,19.0
1508946,3,3,16,3.0
526676,1,6,11,15.0
6503698,12,1,10,8.0
6247975,11,5,6,9.0
2532267,5,2,17,42.0
4783317,8,4,21,51.0
3100206,6,4,10,17.0
6348219,11,3,17,2.0
5971295,11,3,12,11.0
3539562,6,3,7,37.0
2302518,4,4,16,9.0
5276200,9,4,11,34.0
6886219,12,2,9,17.0
6979577,12,6,15,22.0
6891209,12,1,19,16.0
5771602,10,2,17,5.0
3905992,7,7,8,101.0
3109367,6,2,7,1.0
6309856,11,2,15,74.0
3409371,6,7,10,52.0
1610147,3,2,8,9.0
3239680,6,3,20,5.0
3779870,7,1,14,42.0
3481157,6,6,10,10.0
6695180,12,2,11,14.0
2368973,4,2,16,16.0
2195958,4,7,11,18.0
5167985,9,5,17,8.0
2373474,4,5,20,10.0
1927472,4,7,23,17.0
639911,2,3,7,19.0
6295844,11,5,11,29.0
2490445,5,4,14,1.0
612427,2,1,18,16.0
6739868,12,1,19,16.0
344297,1,4,9,20.0
2867703,5,4,14,1.0
527889,1,3,7,84.0
1016787,2,2,12,12.0
123640,1,5,16,9.0
1619412,3,5,18,69.0
3955757,7,5,15,20.0
4021043,7,4,11,3.0
6622274,12,7,6,19.0
2357639,4,5,11,56.0
6121391,11,1,18,24.0
981304,2,5,7,38.0
5212146,9,7,19,7.0
4472305,8,6,17,11.0
3214463,6,7,16,25.0
4101270,7,2,20,13.0
3504053,6,3,20,88.0
4455809,8,1,22,15.0
242996,1,6,8,22.0
1190399,3,5,16,4.0
428601,1,6,9,75.0
4097440,7,2,13,28.0
3426344,6,3,8,19.0
6846504,12,1,8,17.0
117432,1,2,11,139.0
1419051,3,5,13,78.0
1046924,2,6,18,13.0
6297151,11,4,14,6.0
1183500,3,3,18,5.0
1630387,3,6,17,12.0
3497547,6,3,17,92.0
1583323,3,1,9,45.0
1017556,2,5,13,16.0
1467193,3,1,19,50.0
3260637,6,4,11,39.0
2239076,4,4,7,15.0
3898790,7,2,13,8.0
6609217,12,1,8,16.0
321948,1,4,16,61.0
574907,1,6,9,15.0
6565287,12,5,12,16.0
2587139,5,2,18,8.0
6081379,11,4,17,50.0
3409893,6,7,14,27.0
2402024,5,3,15,12.0
4791851,8,5,15,39.0
456028,1,7,9,16.0
583838,1,1,9,19.0
4783090,8,4,14,120.0
986094,2,5,17,27.0
7005351,12,3,14,27.0
2501692,5,5,16,3.0
4807518,8,7,14,74.0
6328144,11,2,17,2.0
2282199,4,7,13,2.0
2262744,4,3,18,47.0
6657831,12,5,16,8.0
6112156,11,7,11,84.0
1946915,4,2,15,23.0
14081,1,1,11,28.0
3590144,6,7,19,7.0
1067135,2,4,17,41.0
3578331,6,3,20,21.0
2622885,5,7,12,92.0
1328562,3,1,13,19.0
677477,2,7,18,11.0
3453355,6,3,21,47.0
1264977,3,7,12,1.0
2279109,4,5,17,10.0
3483317,6,4,14,10.0
2030567,4,3,17,2.0
937371,2,7,21,10.0
6802333,12,6,16,42.0
5766173,10,1,20,80.0
3116943,6,4,13,54.0
6171076,11,7,9,34.0
58958,1,1,15,9.0
6804023,12,2,15,13.0
3237378,6,4,7,14.0
3464554,6,4,12,3.0
1042957,2,5,9,2.0
5040772,9,3,12,14.0
4507317,8,1,14,16.0
5491869,10,3,16,227.0
279260,1,6,8,2.0
5587045,10,3,22,17.0
2007021,4,3,9,15.0
837075,2,7,16,51.0
1154531,2,3,17,8.0
5572142,10,5,7,115.0
4052397,7,3,12,47.0
5535113,10,6,17,7.0
1091270,2,4,13,2.0
1066177,2,5,10,8.0
3930960,7,2,16,140.0
4062497,7,6,10,2.0
931801,2,5,15,14.0
1751660,3,6,17,101.0
6761797,12,1,15,18.0
160370,1,4,10,62.0
3427721,6,6,12,28.0
6732010,12,1,10,15.0
2165276,4,4,21,4.0
5580501,10,1,6,19.0
326765,1,6,14,24.0
6806141,12,5,18,115.0
5249943,9,5,10,38.0
3551944,6,4,17,113.0
1120523,2,3,20,17.0
3540203,6,4,21,30.0
1909367,4,5,20,48.0
2566394,5,3,19,12.0
6948318,12,7,18,1.0
4311200,8,2,20,9.0
984093,2,5,10,46.0
6800246,12,3,12,1.0
1648736,3,2,7,73.0
1740661,3,6,12,15.0
1797171,4,6,10,4.0
6286003,11,6,6,39.0
6320920,11,4,8,18.0
1293050,3,1,8,24.0
6463370,11,4,9,30.0
6263129,11,6,11,19.0
5317194,9,2,15,15.0
3884903,7,5,16,5.0
5653994,10,5,17,17.0
669317,2,5,6,10.0
6683088,12,7,12,16.0
6764709,12,3,12,9.0
2755173,5,3,17,21.0
4187831,7,6,17,46.0
2833997,5,7,15,22.0
1132869,2,4,15,18.0
5105391,9,7,15,17.0
5717996,10,3,18,107.0
4464166,8,6,10,91.0
6532789,12,3,6,40.0
2888232,5,7,11,3.0
942564,2,3,6,29.0
6092031,11,2,20,17.0
6031185,11,7,18,19.0
6533157,12,3,15,3.0
4162448,7,1,15,14.0
4840895,8,4,7,53.0
6715893,12,5,11,27.0
347082,1,5,17,1.0
2729577,5,3,12,8.0
4105604,7,6,14,2.0
6205309,11,7,15,13.0
4595674,8,4,13,79.0
5868813,10,4,12,1.0
3240728,6,1,14,58.0
1197091,3,7,17,12.0
6035883,11,7,10,15.0
3127478,6,3,6,18.0
761628,2,7,19,11.0
4789955,8,2,15,20.0
3918506,7,7,8,53.0
3301540,6,6,16,26.0
4785671,8,1,14,17.0
2919053,5,7,21,1.0
4965907,9,3,12,17.0
5090378,9,2,1,16.0
2359727,4,5,11,8.0
5124908,9,3,16,26.0
4819419,8,5,15,125.0
4544229,8,4,9,15.0
6338146,11,1,16,21.0
2459524,5,6,11,6.0
294198,1,4,18,26.0
6706389,12,4,20,8.0
6521337,12,6,8,35.0
823941,2,5,18,23.0
4156024,7,1,9,40.0
3340073,6,4,21,12.0
3177200,6,7,14,307.0
6612599,12,1,16,167.0
3242867,6,7,16,6.0
368939,1,3,21,8.0
237440,1,5,13,188.0
1164983,2,3,8,84.0
5932801,10,3,21,2.0
468916,1,2,16,31.0
2863561,5,4,19,15.0
129051,1,4,8,23.0
178538,1,7,22,37.0
6769147,12,3,14,2.0
2617632,5,2,6,17.0
176340,1,6,16,163.0
3970291,7,3,20,194.0
1532567,3,6,13,14.0
3919619,7,7,22,6.0
953472,2,5,15,8.0
5767407,10,5,16,64.0
5458668,10,6,10,16.0
1733093,3,7,17,76.0
1961480,4,7,12,34.0
3944241,7,1,10,17.0
4348144,8,1,6,18.0
427415,1,7,15,30.0
6954662,12,1,11,21.0
78370,1,7,15,16.0
1628657,3,3,14,34.0
6435742,11,2,17,35.0
601634,1,5,13,73.0
5320298,9,4,15,7.0
3772937,7,7,15,31.0
4550956,8,3,9,37.0
4471810,8,1,18,114.0
4793126,8,7,18,115.0
1414984,3,7,12,17.0
3050367,6,4,9,79.0
2204076,4,2,11,104.0
1694638,3,7,11,26.0
5748218,10,4,13,5.0
6971512,12,3,13,4.0
1229028,3,3,12,2.0
2822914,5,4,12,22.0
1046963,2,1,17,12.0
6131046,11,2,16,15.0
5454628,10,5,19,7.0
6164550,11,2,18,14.0
240480,1,5,15,49.0
1765507,3,3,12,28.0
2419570,5,1,7,8.0
3216122,6,3,6,41.0
3523053,6,6,14,5.0
3516717,6,6,12,7.0
2964360,5,5,12,3.0
6178250,11,6,10,32.0
1301828,3,5,16,1.0
222375,1,2,17,9.0
6729631,12,3,10,1.0
1036256,2,7,13,12.0
2668579,5,1,11,15.0
5155280,9,2,7,8.0
2916452,5,2,14,14.0
5293899,9,6,20,2.0
1154465,2,7,8,23.0
3201716,6,1,12,3.0
3511906,6,7,19,3.0
1757204,3,1,13,56.0
757717,2,7,14,17.0
3462216,6,2,19,98.0
1572000,3,2,13,2.0
3642823,7,1,16,2.0
6315628,11,1,7,15.0
476569,1,3,9,5.0
6977089,12,3,7,20.0
1137080,2,2,18,53.0
3183903,6,4,18,161.0
499246,1,3,13,5.0
244504,1,4,11,128.0
1891352,4,5,11,21.0
3446088,6,4,21,1.0
4728900,8,1,6,33.0
3475649,6,7,21,13.0
2216725,4,5,12,19.0
2518363,5,4,12,9.0
1156246,2,4,19,12.0
676544,2,7,12,5.0
3281880,6,7,21,9.0
1037926,2,7,20,16.0
4146239,7,5,9,15.0
5628028,10,4,13,50.0
4483087,8,5,9,5.0
1330346,3,4,8,41.0
9915,1,7,17,12.0
989898,2,1,11,16.0
4135585,7,6,6,115.0
2612671,5,5,10,9.0
5910107,10,7,17,18.0
2656096,5,5,20,4.0
1730061,3,1,14,15.0
4426092,8,4,19,10.0
2916310,5,5,9,135.0
547117,1,3,15,56.0
6262880,11,6,11,8.0
2284174,4,5,8,15.0
577970,1,2,15,27.0
3824570,7,1,7,104.0
3427241,6,4,10,15.0
3924016,7,4,17,29.0
1960321,4,6,15,28.0
7002118,12,7,16,75.0
16486,1,2,17,4.0
1185285,3,4,16,22.0
2229322,4,2,19,44.0
336247,1,2,12,1.0
368369,1,2,18,15.0
3488943,6,6,12,19.0
4405102,8,5,12,3.0
1756471,3,2,10,31.0
6225940,11,6,11,25.0
2753999,5,2,17,105.0
6978785,12,7,15,3.0
6983374,12,1,17,49.0
4177827,7,5,17,18.0
545534,1,3,18,59.0
6390215,11,7,11,2.0
3459818,6,6,13,43.0
2935634,5,3,17,21.0
4345229,8,7,16,15.0
1529677,3,2,13,28.0
3552664,6,6,16,42.0
3215055,6,1,15,31.0
3469835,6,5,10,59.0
4069639,7,3,11,16.0
4176677,7,3,11,134.0
5375377,9,1,15,80.0
2702876,5,2,21,20.0
6843920,12,2,19,28.0
5499801,10,7,15,6.0
1884566,4,1,15,21.0
3160920,6,2,8,32.0
203479,1,2,10,118.0
3115550,6,4,18,14.0
1500262,3,1,11,28.0
1764660,3,4,18,8.0
1128787,2,4,13,34.0
2142469,4,1,18,20.0
3676656,7,4,16,6.0
3975109,7,2,12,31.0
4493443,8,1,13,16.0
1100706,2,6,10,3.0
4230086,7,4,12,17.0
1822767,4,7,19,15.0
6949154,12,3,18,16.0
2277583,4,2,19,23.0
3776758,7,7,16,15.0
6606458,12,1,10,26.0
6295964,11,1,15,3.0
346785,1,4,13,38.0
976139,2,1,16,5.0
881674,2,3,13,20.0
4648008,8,1,11,3.0
2220854,4,6,12,14.0
3160773,6,2,8,23.0
2932949,5,5,18,21.0
1587530,3,5,10,11.0
1338432,3,3,17,7.0
2046123,4,4,16,9.0
6230926,11,7,12,16.0
2519618,5,5,16,6.0
5812721,10,4,10,20.0
1583851,3,4,11,22.0
6510427,12,3,12,17.0
5856644,10,5,12,15.0
1846209,4,7,14,11.0
4500424,8,2,7,59.0
5760692,10,5,16,2.0
4593458,8,1,7,20.0
574249,1,4,8,20.0
701153,2,6,18,6.0
5936184,10,5,7,5.0
527860,1,4,16,40.0
166718,1,1,6,21.0
3979432,7,7,17,60.0
4744272,8,5,13,5.0
5766246,10,2,21,30.0
2895609,5,3,9,16.0
240755,1,5,13,5.0
3345301,6,1,19,19.0
1483852,3,2,12,2.0
3427127,6,2,14,92.0
2880329,5,4,8,23.0
6220623,11,5,6,17.0
3234610,6,5,15,80.0
714500,2,1,18,9.0
6426230,11,7,12,49.0
3096125,6,2,12,4.0
5321723,9,7,8,3.0
5381078,9,5,11,1.0
4349810,8,3,19,2.0
2139257,4,4,12,7.0
5297820,9,1,7,12.0
3291509,6,7,8,32.0
947912,2,5,20,5.0
4101884,7,6,10,54.0
6796106,12,4,12,17.0
4548335,8,1,13,28.0
3387063,6,3,13,2.0
3259363,6,3,10,27.0
1510642,3,7,20,11.0
1056011,2,3,16,2.0
5382430,9,7,16,53.0
6227942,11,6,20,5.0
2812612,5,7,18,6.0
6594782,12,2,6,25.0
3496212,6,4,8,26.0
442391,1,3,19,33.0
3280892,6,6,11,4.0
5374850,9,7,12,8.0
982116,2,2,7,1.0
2784803,5,5,16,1.0
2531991,5,2,14,196.0
918436,2,1,16,24.0
6003781,11,6,15,17.0
984201,2,5,17,12.0
4405641,8,5,17,12.0
3111561,6,1,12,37.0
3228369,6,4,16,8.0
1268664,3,1,10,23.0
6001400,11,5,13,27.0
6045184,11,2,14,63.0
6504577,12,1,15,21.0
3119179,6,3,17,142.0
118167,1,2,16,120.0
4199049,7,3,17,421.0
2658693,5,7,18,12.0
3103736,6,2,13,66.0
1415538,3,7,11,4.0
5507465,10,2,17,26.0
5646616,10,5,12,9.0
3954576,7,2,17,121.0
4202096,7,3,12,44.0
5598759,10,3,8,4.0
3899087,7,2,18,9.0
3190564,6,1,12,71.0
6977523,12,2,14,6.0
5397448,10,2,7,19.0
60403,1,1,12,7.0
3527409,6,7,8,31.0
6711887,12,2,17,26.0
1603144,3,7,18,38.0
2909523,5,3,13,8.0
5471570,10,3,6,19.0
286330,1,4,13,31.0
1893653,4,7,17,24.0
6706039,12,4,8,34.0
2145500,4,5,12,22.0
5841269,10,3,12,15.0
4347081,8,1,18,22.0
3813222,7,1,21,19.0
5864916,10,6,9,18.0
3500766,6,7,18,69.0
3590655,6,1,19,35.0
1024434,2,7,21,35.0
6885285,12,6,19,18.0
2993186,5,5,15,1.0
6303755,11,2,15,2.0
6972896,12,1,12,16.0
5205413,9,7,7,5.0
2298199,4,7,19,8.0
5710749,10,2,10,13.0
100888,1,5,11,1.0
4794539,8,3,15,22.0
4532281,8,7,14,1.0
291266,1,1,16,80.0
4975385,9,4,10,28.0
2376095,4,7,7,18.0
691260,2,4,17,7.0
4365362,8,7,8,20.0
2674076,5,5,7,30.0
2383630,4,7,16,1.0
5376241,9,1,8,1.0
928278,2,7,21,2.0
1926158,4,5,19,24.0
1668634,3,2,9,1.0
4276529,8,5,18,1.0
1778124,3,5,14,3.0
5672446,10,3,12,18.0
6870370,12,2,11,22.0
2505420,5,2,16,26.0
1223111,3,1,19,12.0
3822976,7,7,15,22.0
6647649,12,7,17,47.0
4661890,8,3,9,15.0
