,Month,DayOfWeek,Time,WeatherDelay
4394940,8,5,17,71.0
3229459,6,5,22,13.0
3630054,7,4,20,234.0
3746450,7,6,18,37.0
2953306,5,1,15,6.0
3529262,6,4,19,39.0
5906016,10,6,8,34.0
6733268,12,1,6,49.0
2586562,5,2,18,68.0
6840477,12,1,11,17.0
1940587,4,5,13,65.0
1760747,3,2,14,2.0
3884268,7,4,21,97.0
6563768,12,7,16,5.0
927680,2,6,9,73.0
503257,1,2,13,25.0
1113727,2,2,8,14.0
6524509,12,7,10,143.0
1524020,3,2,12,268.0
983590,2,2,21,22.0
6607660,12,4,8,3.0
3081692,6,6,14,53.0
4809020,8,4,17,43.0
914134,2,4,21,8.0
4024319,7,6,19,53.0
893731,2,7,20,190.0
5536645,10,2,11,29.0
6386219,11,1,19,105.0
212094,1,1,6,117.0
6838578,12,5,9,10.0
5140321,9,5,12,32.0
3481014,6,6,20,1.0
6717409,12,7,14,40.0
366275,1,6,13,56.0
3223350,6,3,19,17.0
3771522,7,4,15,15.0
3318852,6,7,19,92.0
73131,1,5,20,18.0
3514356,6,2,10,81.0
351235,1,7,19,12.0
2126170,4,4,10,10.0
787000,2,5,11,40.0
5486823,10,3,18,178.0
85618,1,2,21,49.0
671290,2,5,7,109.0
1307723,3,1,18,10.0
2235806,4,4,19,41.0
4506597,8,7,15,7.0
4991437,9,4,16,19.0
6481113,12,1,21,1.0
6901823,12,2,13,36.0
201356,1,1,14,204.0
118905,1,1,17,7.0
4257567,8,7,15,59.0
6860465,12,1,12,40.0
5711963,10,1,16,11.0
1053872,2,5,11,22.0
3726231,7,7,17,68.0
1954497,4,1,9,14.0
6861834,12,2,12,122.0
92635,1,4,8,174.0
2230606,4,2,13,33.0
6078172,11,4,13,30.0
4983738,9,4,21,41.0
4580686,8,2,7,39.0
6982764,12,2,16,53.0
2371609,4,4,18,21.0
6840642,12,6,17,1.0
3118420,6,1,16,47.0
1100047,2,2,15,77.0
6518146,12,5,13,11.0
3141962,6,1,16,46.0
6919294,12,7,17,22.0
6825877,12,1,18,14.0
4580395,8,5,18,129.0
4058089,7,1,21,32.0
5325110,9,2,6,313.0
3851402,7,4,14,45.0
152899,1,5,9,30.0
4573959,8,4,20,74.0
6784965,12,7,17,2.0
6237999,11,7,12,7.0
6829377,12,2,18,12.0
3144273,6,4,19,223.0
4739921,8,1,19,15.0
5375382,9,1,18,94.0
985017,2,5,12,1.0
5008026,9,3,11,3.0
1836482,4,4,20,129.0
4985331,9,7,19,39.0
2372363,4,4,20,28.0
984520,2,1,20,9.0
2117596,4,7,13,9.0
3777002,7,4,16,96.0
1006800,2,4,11,124.0
3410331,6,7,13,156.0
329832,1,6,15,197.0
2215376,4,4,18,127.0
3327510,6,4,12,81.0
4823452,8,5,21,6.0
775310,2,4,18,38.0
718891,2,3,9,97.0
6715864,12,5,14,21.0
6977798,12,2,12,19.0
896476,2,2,7,19.0
764361,2,5,13,10.0
6947352,12,5,20,46.0
140934,1,4,12,211.0
5524887,10,3,18,25.0
1618394,3,6,15,10.0
4069270,7,6,10,36.0
445826,1,3,18,3.0
1149283,2,7,17,14.0
1071028,2,5,15,17.0
927066,2,5,16,23.0
5464133,10,1,10,19.0
5913745,10,2,19,97.0
4258809,8,7,18,18.0
3770864,7,7,20,115.0
2241937,4,6,10,40.0
3960537,7,3,20,3.0
5363614,9,5,17,5.0
2846154,5,6,8,18.0
570632,1,2,14,65.0
6561149,12,4,17,39.0
4050716,7,3,21,50.0
4569460,8,4,9,12.0
4703300,8,1,17,21.0
1387437,3,3,11,70.0
993216,2,5,10,2.0
6603202,12,1,9,26.0
980087,2,6,10,6.0
6941375,12,3,15,10.0
151704,1,3,11,64.0
2237679,4,2,9,68.0
639176,2,3,11,14.0
1057812,2,5,18,75.0
5593167,10,1,8,79.0
6514967,12,4,7,20.0
3162677,6,5,21,31.0
5741797,10,1,7,161.0
6739187,12,1,7,13.0
3849193,7,4,16,13.0
3389702,6,2,13,68.0
6221511,11,6,9,6.0
3038141,6,7,7,37.0
4697429,8,5,17,9.0
2556259,5,6,16,180.0
6905289,12,1,16,15.0
3430624,6,1,10,19.0
4360726,8,5,14,10.0
3220122,6,2,15,23.0
3475817,6,2,16,18.0
2425228,5,3,20,4.0
2545192,5,7,16,25.0
4109992,7,3,20,26.0
5532608,10,7,13,17.0
6918379,12,7,6,10.0
6840078,12,2,10,13.0
155580,1,3,19,105.0
404720,1,3,9,30.0
477963,1,3,8,6.0
918568,2,2,17,41.0
1582596,3,5,12,158.0
6828620,12,2,18,1.0
2708373,5,7,11,36.0
6914606,12,2,9,33.0
413427,1,3,18,29.0
607437,2,7,12,17.0
6910225,12,2,21,6.0
4817918,8,6,14,29.0
296973,1,2,20,10.0
780210,2,7,19,19.0
935929,2,1,20,18.0
3148248,6,1,19,25.0
6907059,12,6,22,15.0
3565434,6,3,19,17.0
994431,2,5,13,95.0
344631,1,4,16,28.0
4215610,7,7,22,60.0
6682124,12,5,19,54.0
6899424,12,1,11,31.0
408622,1,1,16,15.0
758594,2,2,21,75.0
3149364,6,3,21,40.0
3458295,6,7,21,40.0
6979563,12,6,7,189.0
995884,2,1,11,35.0
6981758,12,4,15,57.0
4119677,7,3,8,6.0
2506201,5,1,16,5.0
6980619,12,5,10,122.0
2555738,5,5,17,20.0
3506563,6,4,20,23.0
6884747,12,5,8,59.0
6845017,12,7,8,6.0
5232489,9,4,10,25.0
6225540,11,5,16,47.0
3583670,6,2,15,89.0
3959454,7,7,21,118.0
4590266,8,7,19,4.0
6740318,12,2,13,11.0
4548103,8,1,21,12.0
2224627,4,5,6,19.0
4078208,7,7,16,188.0
606733,2,7,21,111.0
4360560,8,3,15,20.0
6835973,12,6,16,8.0
5058482,9,2,10,310.0
1751131,3,3,11,48.0
1688284,3,5,16,6.0
3230420,6,2,13,15.0
1141980,2,5,13,194.0
3774546,7,4,19,35.0
1749014,3,4,14,15.0
749544,2,1,19,20.0
1289377,3,5,11,112.0
6927796,12,6,16,29.0
413377,1,3,11,22.0
5675267,10,5,15,9.0
1332609,3,1,15,46.0
1572482,3,2,13,18.0
453975,1,2,11,27.0
4731461,8,5,17,120.0
4224181,7,7,15,50.0
1054010,2,2,19,4.0
1507097,3,4,14,62.0
62971,1,2,13,33.0
5550893,10,7,9,1.0
6920587,12,1,12,5.0
1679794,3,1,9,58.0
3485135,6,3,15,45.0
519911,1,5,17,18.0
280947,1,7,7,40.0
3434380,6,3,21,20.0
3684795,7,7,12,45.0
1171812,2,2,16,5.0
3157266,6,3,11,10.0
1339079,3,4,17,76.0
6907146,12,7,11,31.0
1696378,3,6,17,7.0
1971129,4,3,17,30.0
1415156,3,5,20,175.0
704053,2,1,19,1.0
4635463,8,4,16,5.0
435124,1,4,16,8.0
6044713,11,2,20,22.0
6437738,11,6,7,56.0
3476657,6,2,17,12.0
2367129,4,5,21,7.0
4011489,7,2,19,49.0
3905680,7,7,12,213.0
2084095,4,2,16,10.0
4394532,8,4,19,30.0
3115500,6,7,20,18.0
5789251,10,7,13,78.0
1291879,3,7,14,107.0
4129985,7,3,11,8.0
4402331,8,4,21,37.0
4353908,8,4,15,7.0
177499,1,7,13,151.0
6941218,12,6,20,10.0
6611719,12,6,19,135.0
1416748,3,2,11,55.0
774383,2,4,8,62.0
6776363,12,4,16,2.0
5872487,10,1,8,9.0
3259375,6,3,18,43.0
1943576,4,4,11,35.0
3333569,6,7,20,173.0
1045273,2,2,19,27.0
2839855,5,5,12,81.0
487273,1,7,10,10.0
6365243,11,7,20,18.0
216677,1,4,9,47.0
6668778,12,2,19,68.0
2547983,5,5,19,35.0
4214153,7,6,18,3.0
269726,1,5,8,4.0
2540098,5,6,12,218.0
3955906,7,4,21,51.0
4071612,7,7,13,22.0
3385017,6,4,7,158.0
4064658,7,6,10,33.0
212223,1,1,17,78.0
2221535,4,4,19,31.0
886075,2,5,8,35.0
526703,1,2,13,19.0
1674319,3,1,10,8.0
4239866,8,2,6,50.0
4054962,7,4,15,42.0
6061533,11,5,6,150.0
1087438,2,1,21,17.0
4100700,7,3,19,8.0
2881153,5,1,13,4.0
760270,2,5,11,62.0
6088211,11,7,21,154.0
3777632,7,4,16,105.0
4564821,8,1,9,90.0
979764,2,3,6,9.0
1588639,3,6,8,3.0
2911539,5,2,15,50.0
3916693,7,3,19,33.0
929177,2,2,12,42.0
1400220,3,5,12,14.0
3580239,6,1,12,6.0
748114,2,5,19,25.0
1137128,2,2,11,11.0
1567393,3,7,9,144.0
66665,1,3,19,13.0
3900475,7,3,17,4.0
101884,1,7,17,18.0
6815623,12,6,18,6.0
4492843,8,1,17,9.0
2708935,5,5,20,100.0
4129830,7,4,12,18.0
4557653,8,1,17,120.0
2873203,5,2,9,55.0
5534777,10,5,21,83.0
6676060,12,6,9,55.0
6843643,12,7,7,22.0
993015,2,1,11,3.0
453805,1,2,21,100.0
5251163,9,5,13,31.0
407025,1,2,15,34.0
930245,2,5,18,77.0
3630276,7,4,18,21.0
6840849,12,1,18,25.0
3766387,7,1,10,40.0
1025255,2,4,17,28.0
4036948,7,2,20,34.0
201360,1,1,15,205.0
3438542,6,3,17,71.0
113253,1,3,19,3.0
2768979,5,4,9,140.0
1614645,3,7,19,73.0
5934369,10,4,19,37.0
1656776,3,1,8,123.0
1187805,3,4,14,18.0
3770524,7,1,16,41.0
916767,2,7,18,166.0
984998,2,7,12,42.0
3501897,6,4,14,66.0
6516644,12,5,7,38.0
822094,2,2,10,35.0
3485360,6,4,16,38.0
930575,2,2,11,38.0
1236898,3,5,20,11.0
6822640,12,4,12,31.0
927918,2,4,16,24.0
1720061,3,5,8,35.0
4178830,7,7,13,572.0
4841714,8,4,19,65.0
831935,2,7,19,50.0
892273,2,6,17,63.0
4660563,8,1,13,50.0
3461212,6,1,8,35.0
6611986,12,7,15,115.0
3548743,6,6,18,21.0
760284,2,5,15,45.0
755454,2,3,16,75.0
5686250,10,5,14,6.0
6914071,12,1,10,58.0
6299801,11,1,8,4.0
4513892,8,6,20,7.0
2047549,4,5,22,5.0
632960,2,1,19,43.0
6931115,12,2,8,36.0
6744591,12,5,19,12.0
2871854,5,7,9,42.0
1514836,3,6,10,35.0
4220136,7,4,21,30.0
3071426,6,3,16,32.0
2425255,5,3,19,3.0
3288500,6,5,14,20.0
6611842,12,6,15,299.0
3488002,6,4,15,41.0
6518205,12,5,15,452.0
2553984,5,2,12,10.0
634654,2,1,17,36.0
2810891,5,2,18,4.0
1284281,3,2,8,6.0
1320407,3,3,14,36.0
4719510,8,5,20,23.0
1525144,3,6,19,100.0
6820401,12,1,6,16.0
1998963,4,2,13,87.0
992000,2,1,8,10.0
3884219,7,4,23,30.0
593316,1,6,11,26.0
4047544,7,3,11,20.0
508500,1,5,16,14.0
4031694,7,4,13,9.0
305000,1,4,21,5.0
4856301,9,6,13,79.0
3157676,6,3,18,136.0
4205789,7,7,20,14.0
3164061,6,7,18,20.0
847687,2,7,21,49.0
5165836,9,1,7,17.0
3321021,6,1,20,98.0
6523912,12,7,17,68.0
4571330,8,6,17,90.0
3432949,6,3,19,34.0
6359390,11,2,16,9.0
4666948,8,5,13,16.0
324067,1,7,8,6.0
1593437,3,6,6,94.0
3778588,7,1,9,30.0
1329745,3,3,11,60.0
6291868,11,5,19,22.0
758844,2,3,20,56.0
1336691,3,7,20,33.0
4229247,7,4,17,18.0
820153,2,3,20,6.0
6844473,12,5,10,119.0
1507519,3,3,20,44.0
3614738,7,7,15,77.0
3794500,7,4,19,278.0
6078732,11,5,19,20.0
2559713,5,5,15,2.0
2719440,5,2,19,25.0
404561,1,5,20,8.0
5277908,9,7,22,6.0
2233435,4,5,14,24.0
3163187,6,6,16,30.0
1503924,3,2,17,117.0
6589155,12,7,20,38.0
157157,1,5,15,135.0
175959,1,6,11,58.0
4549510,8,2,7,75.0
1591190,3,3,9,4.0
2854955,5,5,12,166.0
2224834,4,4,6,52.0
3775638,7,2,16,37.0
1157063,2,1,18,13.0
163166,1,2,17,35.0
3674479,7,3,15,1.0
4394395,8,4,9,15.0
1614716,3,5,8,15.0
234892,1,1,20,7.0
6391308,11,5,9,20.0
1571217,3,7,11,6.0
6894707,12,7,11,111.0
6564069,12,7,22,190.0
6763662,12,3,20,10.0
4120584,7,2,18,25.0
6488189,12,3,21,119.0
6427572,11,7,13,53.0
4825896,8,6,21,28.0
4390453,8,4,15,66.0
1566736,3,1,16,51.0
3160031,6,1,10,19.0
2555331,5,4,16,17.0
844298,2,7,17,82.0
927493,2,5,9,55.0
2343779,4,5,21,5.0
1054855,2,2,16,39.0
1098233,2,2,9,46.0
4368514,8,4,21,98.0
6439363,11,4,12,29.0
3381301,6,4,17,34.0
668118,2,4,16,328.0
4993844,9,2,20,106.0
1030565,2,1,6,24.0
6517687,12,5,14,199.0
4250047,8,4,15,30.0
6910990,12,2,11,8.0
4132000,7,2,15,36.0
4114641,7,3,17,11.0
455958,1,6,9,19.0
1575163,3,1,13,22.0
1332715,3,1,13,21.0
6523913,12,7,14,59.0
2112700,4,6,17,7.0
3875787,7,4,6,418.0
398793,1,1,6,254.0
985852,2,4,11,5.0
3368261,6,5,10,39.0
4753807,8,5,17,18.0
2361028,4,1,11,59.0
5234942,9,4,8,31.0
609237,2,7,15,63.0
4191414,7,7,13,307.0
6518779,12,5,9,157.0
6426351,11,7,7,23.0
1331522,3,6,20,49.0
3938426,7,4,20,40.0
2551237,5,4,15,30.0
1271629,3,6,14,12.0
2590731,5,4,19,91.0
3381473,6,4,12,20.0
3593251,6,3,22,78.0
4194438,7,7,21,6.0
426651,1,2,21,24.0
681913,2,2,8,3.0
4061579,7,4,11,35.0
4348408,8,5,15,11.0
1674831,3,6,10,10.0
4742736,8,5,17,21.0
921587,2,3,15,51.0
303687,1,3,20,61.0
453607,1,2,18,67.0
4224106,7,7,14,106.0
6745859,12,6,12,27.0
1329735,3,3,15,55.0
6590982,12,3,10,45.0
2855955,5,5,21,31.0
4007877,7,3,18,62.0
4419332,8,7,18,41.0
4578855,8,6,9,8.0
526967,1,4,16,21.0
2123829,4,1,11,30.0
3640218,7,7,17,30.0
3761662,7,7,18,1.0
1511465,3,5,20,37.0
6882919,12,7,11,39.0
1684180,3,1,23,4.0
6820015,12,2,10,6.0
582250,1,3,17,4.0
4368424,8,4,16,15.0
6867410,12,3,18,3.0
2557773,5,4,10,33.0
3086318,6,7,16,52.0
6564641,12,6,10,16.0
304040,1,3,21,21.0
3151928,6,7,21,46.0
2291807,4,7,9,28.0
6640825,12,1,6,2.0
5980236,11,6,15,38.0
6573850,12,2,17,121.0
3596583,6,5,20,41.0
1306829,3,7,16,24.0
717291,2,1,17,10.0
6523849,12,7,14,6.0
1337576,3,2,19,30.0
926920,2,5,7,10.0
3267420,6,2,19,71.0
1943426,4,3,8,5.0
177807,1,7,11,95.0
6680338,12,6,15,53.0
759157,2,3,13,18.0
305742,1,4,11,8.0
4391965,8,7,17,408.0
1675748,3,4,19,20.0
6244493,11,2,17,2.0
6679979,12,1,16,17.0
5205419,9,7,7,73.0
6329160,11,7,13,150.0
272720,1,1,7,142.0
1944165,4,5,16,110.0
3957191,7,3,18,134.0
1115688,2,7,10,15.0
5913309,10,3,16,22.0
928345,2,5,16,170.0
3430405,6,5,21,28.0
6079022,11,6,11,30.0
2870776,5,4,14,1.0
5903815,10,2,10,19.0
2644049,5,4,16,42.0
6065605,11,4,21,31.0
1060161,2,1,16,40.0
3159715,6,7,16,230.0
988055,2,5,15,37.0
500347,1,7,21,35.0
4797148,8,7,19,2.0
4119945,7,4,15,80.0
5480854,10,4,18,25.0
4121146,7,4,14,4.0
900336,2,5,14,3.0
4883326,9,7,9,4.0
1690886,3,4,14,11.0
3714242,7,5,15,5.0
1702189,3,2,19,36.0
4088243,7,3,11,45.0
2453145,5,4,8,55.0
6900216,12,2,16,19.0
1566261,3,5,15,30.0
6836541,12,2,19,4.0
4506583,8,7,15,10.0
1572198,3,1,19,31.0
817071,2,3,13,10.0
3210467,6,6,17,80.0
1543150,3,5,22,32.0
4237981,8,1,19,88.0
1067173,2,6,13,16.0
6645656,12,1,6,40.0
643039,2,4,7,12.0
5491898,10,3,20,27.0
2864350,5,5,14,32.0
3017645,6,1,17,10.0
502159,1,4,14,2.0
3686610,7,7,12,173.0
3308597,6,4,18,2.0
3743159,7,2,15,189.0
1642713,3,5,19,91.0
6717276,12,6,15,17.0
753258,2,7,11,30.0
3019572,6,2,21,103.0
832025,2,7,19,127.0
1810174,4,3,17,6.0
3951036,7,6,18,27.0
3383673,6,7,6,15.0
1189254,3,5,19,141.0
1331511,3,6,9,35.0
4197513,7,4,18,6.0
1628617,3,5,19,150.0
1285341,3,1,20,20.0
1187791,3,4,14,13.0
1680884,3,3,7,14.0
5674871,10,5,20,12.0
814944,2,2,18,84.0
1570979,3,1,8,9.0
4474003,8,1,10,155.0
2069295,4,1,17,4.0
3519570,6,4,16,2.0
3084965,6,7,16,14.0
4674707,8,7,18,57.0
2832489,5,6,15,83.0
426078,1,4,11,14.0
6908364,12,1,19,14.0
5532438,10,7,14,5.0
6964512,12,6,17,29.0
296902,1,2,14,48.0
5493685,10,1,14,20.0
6757467,12,3,15,4.0
6860318,12,7,7,20.0
3740386,7,5,20,39.0
2404780,5,4,6,11.0
3886534,7,6,7,39.0
2790226,5,5,13,14.0
336856,1,1,7,35.0
3259380,6,3,18,27.0
6323273,11,7,13,16.0
6604886,12,5,13,10.0
5910040,10,1,17,29.0
2868105,5,5,15,30.0
908154,2,4,8,12.0
3330379,6,3,18,80.0
4735981,8,5,16,20.0
386422,1,2,12,75.0
2821750,5,2,8,26.0
4807585,8,4,7,24.0
6980954,12,5,15,46.0
3115252,6,4,19,6.0
4820636,8,6,14,14.0
445805,1,5,16,25.0
706205,2,3,19,10.0
1706499,3,1,16,3.0
3441115,6,7,21,19.0
1335310,3,5,16,22.0
6834668,12,3,10,17.0
6610098,12,3,13,50.0
2623637,5,5,10,65.0
3184607,6,5,18,34.0
6822694,12,4,6,653.0
3946197,7,2,21,75.0
2111660,4,5,13,32.0
3149016,6,2,12,26.0
2229312,4,1,13,51.0
3953362,7,1,17,17.0
6957343,12,6,8,25.0
6573950,12,2,19,7.0
3508103,6,4,18,5.0
298819,1,3,6,19.0
6513778,12,4,6,33.0
3484155,6,7,14,21.0
6538871,12,5,14,63.0
4119555,7,3,10,4.0
3455575,6,5,8,94.0
848028,2,5,20,2.0
6933371,12,6,13,16.0
6563670,12,7,15,61.0
3923120,7,3,16,48.0
6848220,12,6,11,11.0
2187429,4,6,7,91.0
1107199,2,1,16,4.0
3113150,6,4,13,281.0
4196511,7,3,21,6.0
5862147,10,6,18,9.0
1793225,4,5,6,27.0
1769344,3,4,18,17.0
3243820,6,3,17,15.0
6534105,12,3,15,11.0
4020354,7,6,9,8.0
3779917,7,1,12,50.0
2176175,4,7,16,19.0
1507147,3,3,21,82.0
4488519,8,3,17,30.0
800390,2,6,16,86.0
6244162,11,4,10,34.0
899567,2,5,21,10.0
4336224,8,4,20,31.0
388483,1,6,9,28.0
3933875,7,4,16,61.0
2821699,5,3,19,35.0
2597073,5,1,19,92.0
2968554,5,3,14,7.0
4957747,9,1,6,440.0
6660906,12,1,12,36.0
3884024,7,4,15,10.0
4397480,8,2,19,124.0
4653005,8,5,6,42.0
526481,1,4,10,20.0
4578994,8,1,9,60.0
4119920,7,3,19,42.0
189504,1,7,8,64.0
3512109,6,4,14,19.0
6983510,12,1,21,8.0
6353777,11,7,13,45.0
6886322,12,5,8,58.0
2852506,5,4,15,16.0
3557881,6,2,12,3.0
3827244,7,3,18,13.0
3149031,6,2,18,42.0
6111262,11,4,9,48.0
4776444,8,7,7,141.0
637976,2,2,9,24.0
6901816,12,2,13,44.0
6564848,12,6,6,6.0
853515,2,2,18,11.0
6513884,12,4,8,54.0
520324,1,1,20,14.0
77468,1,7,21,52.0
3505811,6,5,19,58.0
1589977,3,7,11,4.0
3159026,6,5,18,59.0
445963,1,5,18,20.0
325332,1,1,17,59.0
2828994,5,6,18,48.0
1337356,3,1,20,25.0
4005073,7,2,19,43.0
1083877,2,7,10,101.0
4217692,7,2,22,6.0
4358070,8,4,17,40.0
3105314,6,7,16,10.0
3435200,6,5,15,52.0
2810107,5,5,9,9.0
6095045,11,7,21,9.0
1510170,3,6,15,163.0
1043280,2,1,7,79.0
6823855,12,2,8,60.0
6956034,12,3,8,47.0
2835097,5,2,13,29.0
6732412,12,1,9,59.0
1345322,3,1,13,20.0
3625935,7,3,20,10.0
3163002,6,5,19,70.0
4806120,8,4,18,12.0
1085049,2,3,12,1.0
608793,2,7,10,63.0
4198209,7,1,14,17.0
1572055,3,2,13,30.0
3674423,7,3,16,23.0
5597,1,5,9,117.0
4675784,8,1,10,42.0
2234608,4,2,14,20.0
3575739,6,7,15,8.0
4147429,7,3,20,59.0
710664,2,3,15,155.0
2542102,5,1,18,15.0
6761411,12,3,12,15.0
4567693,8,4,14,109.0
6621640,12,1,21,9.0
4609323,8,1,19,117.0
4987559,9,4,21,95.0
6523952,12,7,10,60.0
6620669,12,3,9,53.0
1764548,3,2,14,5.0
1846591,4,7,16,2.0
5912859,10,4,18,8.0
6508608,12,2,12,249.0
1343851,3,5,19,60.0
2856967,5,5,14,32.0
1687756,3,5,11,12.0
1706958,3,4,11,13.0
677123,2,7,8,208.0
4063400,7,4,13,26.0
1628664,3,4,14,13.0
3457238,6,4,17,79.0
2557853,5,4,16,22.0
4730230,8,5,18,25.0
1626880,3,4,15,77.0
4390267,8,4,21,140.0
148636,1,1,16,23.0
928417,2,2,10,105.0
4981104,9,5,15,30.0
6845455,12,2,17,8.0
4247844,8,4,17,22.0
4010142,7,2,20,82.0
449764,1,5,19,84.0
6917474,12,5,15,33.0
2372859,4,5,21,30.0
4390721,8,5,18,69.0
5822424,10,2,16,81.0
4984112,9,4,18,49.0
6227215,11,5,18,398.0
2806756,5,6,16,39.0
1637148,3,6,18,28.0
5486849,10,3,19,15.0
2494170,5,3,13,4.0
2297046,4,5,19,28.0
340933,1,4,14,125.0
987887,2,2,7,6.0
825863,2,1,18,10.0
6935051,12,3,6,35.0
3775830,7,7,21,226.0
6603373,12,1,20,65.0
13587,1,1,19,15.0
3322294,6,2,15,42.0
1684126,3,6,12,14.0
6733002,12,1,8,8.0
1124290,2,3,13,79.0
6983623,12,1,11,3.0
6901507,12,4,15,10.0
2848188,5,5,15,150.0
2839841,5,5,12,28.0
2967677,5,1,11,63.0
3517340,6,6,21,149.0
4401502,8,2,21,16.0
5423850,10,3,18,11.0
2913878,5,2,18,212.0
3154211,6,4,12,20.0
941149,2,1,9,22.0
6836480,12,1,9,47.0
825890,2,6,20,9.0
3780502,7,7,11,75.0
3407441,6,3,11,5.0
6857306,12,3,15,62.0
6912898,12,6,18,18.0
4506554,8,7,11,147.0
4342371,8,6,14,30.0
1480238,3,7,21,129.0
